player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Christopher Nkunku,Chelsea,MID,5.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2668,22751,0,126,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined AC Milan permanently.,732,324,732,324,733,324,733,324,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,102,69,727,321,733,324,481,163,0.0,0.0
Isaac Schmidt,Leeds,DEF,4.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,788,13265,0,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Werder Bremen on loan for the rest of the season.,511,196,496,195,463,186,514,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,184,463,180,518,197,491,182,0.0,0.0
Mykhailo Mudryk,Chelsea,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,476,808,27,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Suspended - unknown return date,701,304,699,304,691,300,704,305,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,272,167,680,292,704,305,706,306,0.0,0.0
Sebastiaan Bornauw,Leeds,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4165,5474,64,228,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,436,157,416,153,384,145,438,156,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,714,219,383,136,442,157,508,187,0.0,0.0
Jaka Bijol,Leeds,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7642,15425,183,489,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,434,155,414,151,382,143,436,154,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,712,217,381,134,440,155,435,162,0.0,0.0
Dário D.Essugo,Chelsea,MID,4.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3884,6185,870,233,-0.2,0.2,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Thigh injury - Unknown return date,546,201,533,201,502,191,549,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,330,498,180,551,205,581,221,0.0,0.0
Ármin Pécsi,Liverpool,GKP,3.9,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45831,13828,858,992,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,458,34,438,18,406,6,460,34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,738,86,406,28,464,34,263,36,0.0,0.0
Freddie Woodman,Liverpool,GKP,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15932,6731,1253,620,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,428,29,408,13,374,1,430,29,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,704,81,375,23,434,29,362,55,0.0,0.0
Nehemiah Oriola,Brighton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,130,12,130,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,638,261,631,261,611,252,641,262,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,272,604,242,644,265,740,327,0.0,0.0
Evan Ferguson,Brighton,FWD,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1487,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined AS Roma on loan for the rest of the season,729,76,729,76,728,77,731,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,151,36,720,73,731,77,701,82,0.0,0.0
Julio Enciso,Brighton,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,105,2808,0,16,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Strasbourg permanently.,723,316,722,317,719,316,725,317,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,187,116,709,308,725,317,694,299,0.0,0.0
Jayden Danns,Liverpool,FWD,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7235,14126,51,955,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Hamstring injury - Unknown return date,572,54,562,54,537,53,575,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,549,71,534,49,579,56,417,59,0.0,0.0
Darwin Darwin,Liverpool,FWD,6.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,15419,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Al-Hilal permanently.,738,79,738,79,739,80,739,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,58,18,734,78,739,80,520,69,0.0,0.0
Trey Nyoni,Liverpool,MID,4.3,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50733,25357,17172,2636,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,547,202,534,202,505,192,550,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,606,331,499,181,552,206,269,93,0.0,0.0
Tyler Morton,Liverpool,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,324,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Lyon permanently.,613,239,605,239,585,230,616,240,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,422,249,579,220,619,243,733,324,0.0,0.0
James McConnell,Liverpool,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1737,3451,0,86,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Ajax on loan for the rest of the season.,567,210,557,210,532,200,570,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,543,305,529,189,574,214,633,260,0.0,0.0
Stefan Bajcetic,Liverpool,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4538,6845,24,150,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Hamstring injury - Unknown return date,580,218,571,218,546,208,583,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,560,313,543,197,587,222,595,234,0.0,0.0
Abdallah Sima,Brighton,MID,5.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,247,2049,0,19,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Lens permanently.,724,317,723,318,720,317,726,318,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,193,121,711,310,726,318,681,290,0.0,0.0
Jeremy Sarmiento,Brighton,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,196,2692,0,39,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Cremonese on loan for the rest of the season.,688,295,683,295,670,289,691,296,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,330,206,663,280,690,295,667,282,0.0,0.0
Tom Watson,Brighton,MID,4.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,887,2040,61,61,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,693,297,688,297,677,292,696,298,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,350,218,668,282,695,297,628,257,0.0,0.0
Malick Yalcouye,Brighton,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1203,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Swansea City on loan for the rest of the season.,709,310,707,310,700,307,712,311,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,290,181,688,298,712,311,716,313,0.0,0.0
Joe Knight,Brighton,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6194,7421,311,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,642,264,635,264,615,255,645,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,275,608,245,648,268,490,168,0.0,0.0
Luis Luis Díaz,Liverpool,MID,8.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,6992,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Bayern Munch permanently.,744,330,744,330,744,330,744,330,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14,9,742,328,744,330,573,214,0.0,0.0
Adrian Mazilu,Brighton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1435,3753,0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Dinamo Bucharest permanently.,634,258,627,258,607,249,637,259,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,269,600,239,640,262,634,261,0.0,0.0
Andrew Moran,Brighton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,490,4563,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,628,252,621,252,601,243,631,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,443,262,594,233,634,256,656,276,0.0,0.0
Calvin Ramsay,Liverpool,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12737,15078,134,531,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,442,161,422,157,390,149,444,160,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,720,223,389,140,448,161,354,126,0.0,0.0
Rhys R.Williams,Liverpool,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11423,14668,108,491,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,430,151,410,147,378,139,432,150,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,708,213,377,130,436,151,366,130,0.0,0.0
Amara Nallo,Liverpool,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11910,11948,56,373,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,463,180,444,177,412,169,465,179,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,744,245,412,161,469,180,406,151,0.0,0.0
Konstantinos Tsimikas,Liverpool,DEF,4.8,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1669,11033,0,201,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined AS Roma on loan for the rest of the season.,670,236,663,236,645,234,673,236,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,364,62,638,228,672,236,545,198,0.0,0.0
Kendry Paez,Chelsea,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,876,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined RC Strasbourg on loan for the rest of the season.,659,276,652,276,632,267,662,277,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,481,288,625,257,663,278,718,314,0.0,0.0
Alex Cairns,Leeds,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3867,8167,68,320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,472,42,455,28,423,16,474,42,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,621,48,421,36,478,42,379,60,0.0,0.0
Illan Meslier,Leeds,GKP,4.3,0,0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7205,45158,219,1240,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,545,78,531,65,500,53,548,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,597,37,497,72,550,78,258,35,0.0,0.0
Adam Aznou,Everton,DEF,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1349,9668,38,150,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,570,226,560,226,535,222,573,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,547,140,532,217,577,227,552,201,0.0,0.0
Malcolm Ebiowei,Crystal Palace,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,671,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Blackpool permanently.,615,241,607,241,587,232,618,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,425,251,581,222,621,245,730,322,0.0,0.0
Martin Sherif,Everton,FWD,4.4,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8006,21137,0,584,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Rotherham United on loan for the rest of the season.,581,57,572,57,548,56,584,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,562,74,544,52,588,59,391,58,0.0,0.0
Youssef Y.Chermiti,Everton,FWD,4.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2418,13271,0,134,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Rangers permanently.,691,71,686,71,674,71,694,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,344,57,666,67,693,73,505,68,0.0,0.0
Jesurun J.Rak-Sakyi,Crystal Palace,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4176,7478,0,248,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Caykur Rizespor on loan for the rest of the season.,563,207,552,207,526,197,566,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,530,300,524,186,570,211,585,224,0.0,0.0
Matheus M.França,Crystal Palace,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,95,1462,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined CR Vasco da Gama on loan for the rest of the season.,633,257,626,257,606,248,636,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,450,268,599,238,639,261,705,305,0.0,0.0
Jenson Metcalfe,Everton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,97,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Bradford City permanently.,624,249,617,249,597,240,627,250,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,259,590,230,630,253,743,330,0.0,0.0
Isaac Heath,Everton,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,458,3246,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Accrington on loan for the rest of the season.,627,251,620,251,600,242,630,252,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,441,261,593,232,633,255,654,274,0.0,0.0
Coby Ebere,Everton,MID,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2301,3366,136,117,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,574,215,564,215,539,205,577,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,552,310,536,194,581,219,589,228,0.0,0.0
Callum Bates,Everton,MID,4.4,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4739,7148,197,270,-0.1,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,585,222,576,222,552,212,588,223,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,567,318,548,201,592,226,512,179,0.0,0.0
David Ozoh,Crystal Palace,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,165,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Derby County on loan for the rest of the season.,631,255,624,255,604,246,634,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,265,597,236,637,259,739,326,0.0,0.0
Kaden Rodney,Crystal Palace,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2405,3350,155,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,630,254,623,254,603,245,633,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,264,596,235,636,258,586,225,0.0,0.0
Franco Umeh,Crystal Palace,MID,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,860,2474,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Portsmouth permanently.,645,267,638,267,618,258,648,268,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,465,278,611,248,651,271,655,275,0.0,0.0
Reece Welch,Everton,DEF,3.9,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4070,8808,58,334,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,440,160,420,156,388,148,442,159,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,718,222,387,139,446,160,404,149,0.0,0.0
Roman Dixon,Everton,DEF,3.9,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5041,12566,124,443,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,443,162,423,158,391,150,445,161,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,721,224,390,141,449,162,368,132,0.0,0.0
Nathan Patterson,Everton,DEF,4.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,603,2457,4,126,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knock - 25% chance of playing,558,225,547,225,520,220,561,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,131,518,215,565,226,661,225,0.0,0.0
Zach Marsh,Crystal Palace,FWD,4.5,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26921,29677,1176,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,650,66,643,66,623,65,653,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,470,64,616,61,656,68,305,49,0.0,0.0
Rio Cardines,Crystal Palace,MID,4.4,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,54982,26843,1483,2931,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,591,226,582,226,558,216,594,227,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,574,322,554,205,598,230,247,83,0.0,0.0
Jaydee Canvot,Crystal Palace,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,738,498,45,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,666,235,658,235,639,233,669,235,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,105,632,226,669,235,696,235,0.0,0.0
Jarrad Branthwaite,Everton,DEF,5.3,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1125,63143,74,539,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Lack of match fitness - 50% chance of playing,715,243,714,243,709,242,717,243,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,212,29,695,237,717,243,373,135,0.0,0.0
Tom King,Everton,GKP,4.0,0,0,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12679,48682,167,1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,478,47,461,33,429,21,480,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,627,53,427,41,484,47,167,23,0.0,0.0
Tyler Onyango,Everton,MID,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8420,8518,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Stockport County on loan for the rest of the season.,618,243,611,243,591,234,621,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,253,584,224,624,247,528,190,0.0,0.0
Jonah Kusi-Asare,Fulham,FWD,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7763,3875,449,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,663,68,656,68,636,67,666,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,487,66,629,63,667,70,550,72,0.0,0.0
Elijah Campbell,Everton,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13828,8518,193,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,509,194,494,193,461,184,512,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,667,182,461,178,516,195,384,139,0.0,0.0
Kepa Arrizabalaga,Arsenal,GKP,4.3,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6978,53710,141,1543,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,541,76,527,63,495,51,544,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,590,35,493,70,546,76,239,33,0.0,0.0
Benjamin Lecomte,Fulham,GKP,4.0,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7959,24891,145,909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,471,41,454,27,422,15,473,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,620,47,420,35,477,41,208,28,0.0,0.0
Nicolas N.Jackson,Chelsea,FWD,6.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4962,14490,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,has joined Bayern Munich on loan for the rest of the season.,739,80,739,80,740,81,740,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,59,19,735,79,740,81,496,67,0.0,0.0
